id,source,type,prompt,response,lang,orig_id,fp
dlg_b872a3f80a3cd2420889d19c52998a10,train.csv,dialogue,"आप कैसे जानते हैं कि आपके लिए सही चिकित्सक है? मुझे कैसे पता चलेगा कि मैं अपने चिकित्सक को ""प्रशिक्षित"" कैसे करूं ताकि वह मुझे वह दे सके जो मुझे उपचार से चाहिए?","अच्छा सवाल है! ग्राहक का काम अपनी समस्या के विवरण बताने पर ध्यान केंद्रित करना और चिकित्सक के साथ इन क्षेत्रों के बारे में विचारपूर्वक बातचीत में शामिल होना है। ग्राहक के लिए सबसे कठिन काम आत्म-परीक्षण करने की इच्छा, रिश्ते और जीवन स्थितियों के लिए खुद को जवाबदेह रखना और ईमानदारी से कठिन, अक्सर दर्दनाक भावनाओं और असुरक्षाओं को महसूस करना है जो परेशान करने वाली स्थितियां पैदा करती हैं। ग्राहक चिकित्सक को प्रशिक्षित नहीं करता है। यदि आपको लगता है कि आप एक चिकित्सक के साथ हैं जो आपको उन्हें प्रशिक्षित करने की आवश्यकता है, तो विनम्रता से उनकी सेवाओं के लिए भुगतान जारी रखने से इनकार कर दें। अपने लिए एक अलग चिकित्सक खोजें जो सुरक्षित महसूस करता हो और अपने कौशल में इतना जानकार हो कि उसे अपने ग्राहक से प्रशिक्षण की आवश्यकता न हो।",hi,,97e202fb1c8713105597751cc2eea23b
dlg_3c01f0dbc323090fb95bb4ab3d6700c7,train.csv,dialogue,कोई व्यक्ति परामर्श प्रक्रिया कैसे शुरू करता है?,"मुझे लगता है कि यह महत्वपूर्ण है कि आप एक चिकित्सक से जो चाह रहे हैं उसे व्यक्त करने में सक्षम हों, भले ही वह समय के साथ बदलता हो। आपको इसे ऐसे देखना होगा जैसे आप परामर्शदाता का साक्षात्कार ले रहे हैं और वे आपको आवश्यक चिकित्सा प्रदान करने में सक्षम होंगे। कई बार हमें पता नहीं होता और अंतत: यह ठीक नहीं बैठता और फिर लोगों को बुरा अनुभव होता है और वे दोबारा इसमें शामिल नहीं होना चाहते। याद रखें कि आप मूल रूप से अपनी मदद के लिए किसी को काम पर रख रहे हैं इसलिए मैं इसे ऐसे ही मानूंगा। कुछ शोध करें और स्पष्ट करें कि आप थेरेपी के लिए क्यों आ रहे हैं और प्रश्न पूछें कि वे आपकी कैसे मदद कर पाएंगे।",hi,,7992e12248dc397ffe843ad83e867217
dlg_9a756dc92906033c16d42248d277b84c,train.csv,dialogue,"मैं ग्रेजुएट स्कूल में इम्पोस्टर सिंड्रोम से जूझ रहा हूं। मैं जानता हूं कि हर तरह से मैं एक अभूतपूर्व स्नातक छात्र हूं, और मैं अच्छी तरह से प्रकाशित हूं। मैं छात्रों और संकाय सदस्यों द्वारा समान रूप से पसंद किया जाता हूं। और फिर भी मैं इस भावना से उबर नहीं पा रहा हूं कि मुझे धोखेबाज के रूप में पाया जाएगा। मैं इस भावना से कैसे उबर सकता हूँ?","आपके लिए उस अंतिम पैटर्न की पहचान करना बहुत मददगार होगा जहां इम्पोस्टर सिंड्रोम कमोबेश मौजूद है। क्या ऐसी विशिष्ट परिस्थितियाँ हैं जहाँ आपने देखा है कि ""मुझे धोखेबाज के रूप में पहचाना जाएगा"" की भावनाएँ और अधिक प्रबल हो रही हैं? ऐसा लगता है कि इस भावना को झकझोरना आपके लिए बहुत महत्वपूर्ण है। मेरी राय में, उस भावना को झकझोरने से पहले हमें उसके करीब जाना होगा और उसकी जड़ों को समझना होगा। यदि आप भावना के करीब जाना चाहते हैं, तो आप अपने आप से ऐसे प्रश्न पूछने पर विचार कर सकते हैं: ""इस भावना का कारण क्या है? यह शरीर में कैसा महसूस होता है? इस भावना को नोटिस करने के बाद मैं किस विचार प्रक्रिया से जुड़ता हूं? शुभकामनाएं। रोसाना मैग।",hi,,ea57fcd805c75ee16611753b4e83fcd5
dlg_3f9b6b7cf2162b3fb900e22a3f068030,train.csv,dialogue,हर सर्दी में मैं खुद को मौसम की वजह से दुखी होता हुआ पाता हूं। मैं इससे कैसे लड़ सकता हूँ?,"मौसम का प्राथमिक ट्रिगर होने के कारण मौसमी अवसाद कठिन हो सकता है। यह समझना कि मौसम पर हमारा बहुत कम नियंत्रण है, इसलिए हम उन चीज़ों पर ध्यान केंद्रित कर सकते हैं जिन्हें हम बदल सकते हैं। मौसमी अवसाद से निपटने के लिए व्यायाम, ध्यान, निर्देशित कल्पना और गहरी सांस लेना फायदेमंद हो सकता है। इस उपचार यात्रा में आपकी सहायता के लिए एक सहायता समूह में शामिल होने और चिकित्सा की तलाश करने से मदद मिल सकती है।",hi,,e471c22704afed678031d56bea748806
dlg_d351a0c8adf45716517fd565a24aea70,train.csv,dialogue,"मेरे पति की पूर्व पत्नी ने एक ऐसे व्यक्ति से शादी की थी जिस पर एक नाबालिग को धोखा देने के सात गंभीर आरोप थे। वह स्वयं स्वीकार करता है कि वह बाल पोर्नोग्राफ़ी का आदी है। मेरी सौतेली बेटियाँ अब किशोर हैं। वो नहीं जानते। मेरे पति की पूर्व पत्नी ने यह जानकारी मेरी सौतेली बेटियों से छिपाकर रखी है। सौतेले पिता को हाल ही में अपनी पोर्नोग्राफी की लत से परेशानी हुई है। पूर्व पत्नी यह कहकर इसे कम कर देती है कि उसने ""पश्चाताप"" कर लिया है। यह मेरे पति पर लगातार दबाव बना रहता है, यह जानते हुए कि उनकी लड़कियाँ एक ऐसे आदमी के साथ रह रही हैं जो बाल पोर्नोग्राफी का आदी है। मेरे अपने चिकित्सक का मानना ​​है कि लड़कियों को बताया जाना चाहिए। पूर्व पत्नी का कहना है कि उसका चिकित्सक इसके विपरीत कहता है।",यदि बेटियां इतनी बड़ी और परिपक्व हैं कि वे मादक द्रव्यों के सेवन को समझ सकें। उन्हें अपने सशक्तिकरण के बारे में बताया जाना चाहिए। ज्ञान उनकी सुरक्षा और संरक्षण की शक्ति है।,hi,,c21470568db4fd8c65a6320f889c6f85
dlg_8c36a522e2fe3fbca45edba0a4f97d4c,train.csv,dialogue,"कई बार मेरे पास रहने या अपना ख्याल रखने का समय नहीं होता। यह अवसाद, तनाव और चिंता का कारण बन रहा है। मुझे नहीं पता क्या करना है।",मुझे यकीन नहीं है कि आप स्कूल के बाद बहुत सारी गतिविधियाँ करने की बात कर रहे हैं या होमवर्क बहुत ज़्यादा होने की बात कर रहे हैं। क्या आप शुरुआत करने के स्थान के रूप में अपने लिए सप्ताह में कुछ घंटे अलग रख सकते हैं?,hi,,58897babf91efc07c29fd4946db90e2b
dlg_9fa253caa998e787933fe3db468f7115,train.csv,dialogue,"मैं अपनी भावनाओं और खुद के साथ कुछ चीजों से गुजर रहा हूं। मुझे मुश्किल से नींद आती है और मैं यह सोचने के अलावा कुछ नहीं करता कि मैं कितना बेकार हूं और मुझे यहां कैसे नहीं रहना चाहिए। मैंने कभी भी आत्महत्या की कोशिश या विचार नहीं किया है। मैं हमेशा अपने मुद्दों को ठीक करना चाहता था, लेकिन मैं कभी भी इस तक नहीं पहुंच पाता। मैं हर किसी के लिए बेकार होने की अपनी भावना को कैसे बदल सकता हूँ?","मुझे खेद है कि आप ऐसा महसूस कर रहे हैं। हम सभी के पास ऐसी कहानियाँ हैं जो हम खुद से कहते हैं चाहे वह वैध हो या नहीं। आपके मामले में यह पता लगाना फायदेमंद होगा कि यह विश्वास कब और कैसे शुरू हुआ और अपनी कहानी फिर से लिखें। अन्वेषण करने और पुनः लिखने के विभिन्न तरीके हैं। इस प्रक्रिया के लिए प्रतिबद्धता, आत्म-चिंतन और साहस की आवश्यकता होती है।",hi,,dad51f88109a9e06a64b318be31db8e5
dlg_f04793e2cfba58ffd19eaa214f323551,train.csv,dialogue,मैं अपने दोस्तों के साथ एक तालाब के किनारे मछली पकड़ रहा था। मुझे एक मेंढक मिला और मैंने अपने दोस्त के चाकू से उस पर वार कर दिया। मुझे यकीन नहीं है कि मैंने ऐसा क्यों किया। मेरे दोस्तों ने मुझे ऐसा करते हुए देखा और वे चौंक गये और सचमुच मुझ पर क्रोधित हो गये। अब अगर कोई इसे सामने लाता है तो मैं सचमुच परेशान हो जाता हूं और घबरा जाता हूं। मुझे नहीं पता कि मुझे ऐसा क्यों लगता है. क्या इसका मतलब यह है कि मेरे साथ कुछ गड़बड़ है?,"अच्छी खबर यह है कि आप जानते हैं कि जानवरों के प्रति हिंसक होना आपको चरित्रहीन लगता है। मुझे खुशी है कि आपको जागरूकता है और मुझे खुशी है कि आप मेंढकों को मारने में सहज नहीं हैं। काफी हद तक संभावना है कि आप मेंढक के प्रति आक्रामक व्यवहार कर रहे थे, उसी प्रकार की हिंसा के पक्ष में होने की भावनाएं। मूल रूप से, आपने मेंढक के साथ वही किया जो किसी ने किया या आपके साथ किया, ऐसा लगता है कि आपके साथ किया गया है। अपने आश्चर्यजनक निष्कर्ष का उपयोग करें कि आपका गुस्सा कितना मजबूत है और सबसे अधिक संभावना आंतरिक दर्द है। अपने निकटतम रिश्तों पर विचार करें और ये लोग आपके साथ कैसा व्यवहार करते हैं। यह संभव है कि आप किसी ऐसे व्यक्ति से अधिक आहत महसूस करते हैं जो आपके करीब है, जितना आपने कभी महसूस नहीं किया। निर्दोष मेंढकों को छुरा घोंपना गलत है। यह आपको यह दिखाने के एक तरीके के रूप में समझ में आता है कि आपको कितना आंतरिक दर्द है। यह भी गलत है कि आपका कोई करीबी आपको चोट पहुँचाता है। आगे बढ़ने की दिशा यह है कि आप अपने दर्द को पहचानें और फिर तय करें कि उस या उन रिश्तों में आपके पक्ष में जो संभव है उसे कैसे बदलना है।",hi,,1b7af4cf10a164203a8be3c5070bbab6
dlg_47f828d7d7c8318c4a9cc9b4527cb100,train.csv,dialogue,"मैं एक लड़की के रूप में पैदा हुआ था, लेकिन मैं एक लड़का बनना चाहता हूं। अपने धर्म के कारण मैं अपने परिवार को नहीं बता सकता। मैं जानता हूं वे मुझे स्वीकार नहीं करेंगे. मुझे क्या करना?","एलजीबीटीक्यू समुदाय के लोगों के लिए आध्यात्मिकता अधिक कठिन रास्तों में से एक हो सकती है। दुर्भाग्य से, कई लोग अन्यायपूर्वक एलजीबीटीक्यू समुदाय के सदस्यों को आस्था और आध्यात्मिकता से दूर कर देते हैं। मेरा मानना ​​है कि लोग उस पहचान को अपना सकते हैं जो उनके लिए वास्तविक है, और फिर भी अपनी आध्यात्मिक मान्यताओं को बनाए रख सकते हैं! संक्षेप में, कुंजी सबसे पहले यह निगरानी करना है कि हम अपने जीवन में उन लोगों को अपने विचारों और भावनाओं को कैसे प्रभावित करने की अनुमति देते हैं। हमें अपनी सुरक्षा के लिए मानक और सीमाएँ बनाने की आवश्यकता है। हमें अन्य लोगों के निर्णय को अपनी व्यक्तिगत आध्यात्मिक मान्यताओं पर थोपने की भी आवश्यकता नहीं है! इस प्रयास से निपटने के कई तरीके हैं!",hi,,4d97bc56a14a22fc872fc90c4caff5e0
dlg_87dfd955b232149820f5f8aab4ed1052,train.csv,dialogue,"वह ज्यादातर सोशल मीडिया पर मुझे निशाना बनाती है।' बदमाशी बहुत बुरी होती थी, लेकिन यह अभी भी जारी है। टिप्पणियाँ बहुत अस्पष्ट हैं, लेकिन मुझे पता है कि वे मेरे लिए हैं। यहां तक ​​कि जब मैं उसका सामना करता हूं, तो वह मेरे दिमाग में बात बिठाने के लिए मुझे छोटे-छोटे वाक्यांश संदेश भेजती है। अगर मैंने पलटवार करने की कोशिश की तो वह मुझे बर्बाद कर देगी।","आपकी समस्या की स्थिति के बारे में सुनकर दुख हुआ। किसी अन्य व्यक्ति से भयभीत महसूस करना बहुत परेशान करने वाला होता है। उस व्यक्ति से संपर्क करना बंद कर दें। बदमाशी करने वाले लोग या तो किसी को डराकर या खुद किसी से भयभीत महसूस करके ही दूसरों के साथ बातचीत करते हैं। बदमाशों की गतिशीलता हर किसी के समान नहीं होती है। कोई भी किसी बदमाश को उनके व्यवहार से मना या मना नहीं सकता है या बात नहीं कर सकता है। अपने लिए सबसे अच्छी सुरक्षा, यह मानते हुए कि आपको उस व्यक्ति द्वारा शारीरिक रूप से धमकी नहीं दी जा रही है, उनके साथ संपर्क बंद करना है। यह इच्छा करने की किसी भी निराशा या उदासी को दूर नहीं करता है। व्यक्ति के साथ बेहतर संबंध। जब तक धमकाने वाला दूसरों के साथ अलग तरह से बातचीत नहीं करना चाहता, तब तक उसके संपर्क से केवल नुकसान हो सकता है। पहला कदम रक्तस्राव को रोकना है, फिर आकलन करना और अपने जीवन में उस व्यक्ति के न होने के साथ जीना सीखना है।",hi,,d28ed2324b542b3a7701365731772795
