id,source,type,prompt,response,lang,orig_id,fp
dlg_b872a3f80a3cd2420889d19c52998a10,train.csv,dialogue,"How do you know you have the right therapist for you? How would I know how to ""train"" my therapist to be able to give me what I need from treatment?","Good question!The client's job is to concentrate on stating the details of their problem and to thoughtfully engage in a dialogue about these areas with the therapist.The most difficult job for a client is willingness to self-examine, hold oneself accountable for relationship and life situations, and honestly feel the difficult, often painful feelings and insecurities which troubling situations create.The client doesn't train the therapist.If you feel you are with a therapist who requires you to train them, then politely decline continuing to pay for their services.Then find yourself a different therapist who feels secure and knowledgeable enough in their skills to not require training by their client.",en,,b872a3f80a3cd2420889d19c52998a10
dlg_3c01f0dbc323090fb95bb4ab3d6700c7,train.csv,dialogue,How does a person start the counseling process?,I think it is important that you are able to convey what you are looking for in a therapist even if that changes over time. You need to look at it like you are interviewing the counselor and that they will be able to provide you with the therapy you need. To many times we do not know and it ends up not being a good fit and then people are left with a bad experience and do not want to re-engage. Remembering you are basically hiring someone to help you so I would treat it as such. Do some research and be clear as to why you are coming to therapy and ask questions as how they will be able to help you.,en,,3c01f0dbc323090fb95bb4ab3d6700c7
dlg_9a756dc92906033c16d42248d277b84c,train.csv,dialogue,"I'm dealing with imposter syndrome in graduate school. I know that by all accounts I am a phenomenal graduate student, and that I am well-published. I am well liked by students and faculty alike. And yet I cannot shake the feeling that I'm going to be found out as a fraud. How can I get over this feeling?","It would be very helpful to identify with you eventual pattern where the imposter syndrome is more or less present. Are there specific situations where you've noticed the feelings of ""I'm going to be found out as a fraud"" becoming more strong? It seems that shaking this feeling is very important to you. In my opinion, before shaking that feeling, we need to get closer to it and understand its roots. If you would like to get closer to the feeling, you might consider asking yourself questions such: ""What is the trigger for this feeling? How does it feel in the body? What is the thought process I engage with after noticing this feeling? All the best. Rossana Mag.",en,,9a756dc92906033c16d42248d277b84c
dlg_3f9b6b7cf2162b3fb900e22a3f068030,train.csv,dialogue,Every winter I find myself getting sad because of the weather. How can I fight this?,"Seasonal depression can be difficult due to the weather being a primary trigger. Understanding that we have very little control over the weather, therefore we can focus on the things we can change. Exercising, meditation, guided imagery, and deep breathing can be beneficial to combat seasonal depression. It may help to join a support group and seek out therapy to assist you on this healing journey.",en,,3f9b6b7cf2162b3fb900e22a3f068030
dlg_d351a0c8adf45716517fd565a24aea70,train.csv,dialogue,"My husband’s ex-wife married a man who was charged with seven felony counts of pandering involving a minor. He, by his own admission, is addicted to child pornography. My step-daughters are now all teenagers. They do not know. My husband’s ex-wife has kept this information from my step-daughters. The step-father has had issues regarding his pornography addiction recently. The ex-wife minimizes it by saying that he has ""repented."" It is a constant strain on my husband, knowing that his girls are living with a man who is addicted to child pornography. My own therapist believes the girls should be told. The ex-wife says her therapist says the opposite.",If the daughters are old & mature enough to understand substance abuse. They should be told for their own empowerment. KNOWLEDGE is their power of safety and protection.,en,,d351a0c8adf45716517fd565a24aea70
dlg_8c36a522e2fe3fbca45edba0a4f97d4c,train.csv,dialogue,"I don't have time to live or take care of myself at times. It's causing depression, stress, and anxiety. I don't know what to do.",I'm not sure whether you are referring to having a lot of activities after school or that homework is overwhelming. Can you set aside a couple hours a week for yourself as a place to start?,en,,8c36a522e2fe3fbca45edba0a4f97d4c
dlg_9fa253caa998e787933fe3db468f7115,train.csv,dialogue,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here. I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it. How can I change my feeling of being worthless to everyone?","I am sorry you are feeling this way. We all have narratives that we say to ourselves whether it is valid or not. In your case it would be beneficial to explore when and how this belief began and rewrite your story. There are different ways to explore and rewrite. This process requires commitment, self-reflection and courage.",en,,9fa253caa998e787933fe3db468f7115
dlg_f04793e2cfba58ffd19eaa214f323551,train.csv,dialogue,I was with my friends fishing by a pond. I found a frog and stabbed it with my friend's knife. I'm not sure why I did it. My friends saw me do it it and were shocked and got really mad at me. Now if someone brings it up I get really upset and panicked. I don't know why I feel like this. Does this mean there is something wrong with me?,"The good news is your awareness that being violent to animals feels out of character for you. I'm glad you have awareness and I'm glad you are not at ease with killing frogs.Fairly likely that you were acting out aggressively toward the frog, feelings of being on the receiving side of similar type of violence.Basically, you did unto the frog what someone has or to you, feels like, has been done to you.Use your surprising finding of how strong your anger and most likely inward pain. Reflect on your closest relationships and how these people treat you. It is possible you feel more hurt by someone who is close to you than you ever realized.Stabbing innocent frogs is wrong. It is understandable as a way to show you how much inner pain you probably have.It is also wrong that someone close to you hurt you.The direction to go is to recognize your pain and then decide how to go about changing what is possible on your side of that or those relationship(s).",en,,f04793e2cfba58ffd19eaa214f323551
dlg_47f828d7d7c8318c4a9cc9b4527cb100,train.csv,dialogue,"I was born a girl, but I want to be a boy. Because of my religion I can't tell my family. I know they won't accept me. What do I do?","Spirituality for those in the LGBTQ community can be one of the more difficult roads. Unfortunately, many unjustly ostracize members of the LGBTQ community away from faith and spirituality. I believe that folks can embrace the identity that is genuine to them, and still maintain their spiritual beliefs! Briefly, the keys are to first monitor how we allow those in our life to influence our thoughts and emotions. We need to create standards and boundaries to protect ourselves. We also need to not project the judgment of other people onto our individual spiritual beliefs! There are many ways in which to tackle this effort!",en,,47f828d7d7c8318c4a9cc9b4527cb100
dlg_87dfd955b232149820f5f8aab4ed1052,train.csv,dialogue,"She mostly targets me on social media. The bullying used to be much worse, but it is still going on. The comments are so vague, but I know that they are meant for me. Even when I confront her, she messages me short phrases to try to get in my head. If I try to fight back, she will ruin me.","Sorry to hear of your problem situation. Feeling intimidated by another person is very unsettling.Stop having contact with the person.Bullies only interact with others either by intimidating someone or by themselves feeling intimidated by someone.Bullies do not have the same dynamics as everyone else.No one can convince or persuade or talk a bully out of their behavior.The best protection for yourself, assuming you are not being physically threatened by the person, is to close contact with them.This does not take away any of the disappointment or sadness of wishing for a better relationship with the person.Until the bully wants to interact differently with others, only harm can result from contact with them.Step one is to stop the bleeding, then to assess and learn to live with not having the person in your life.",en,,87dfd955b232149820f5f8aab4ed1052
dlg_9843a364a67ee21c2ee7fa29b9a27eef,train.csv,dialogue,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac. I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years. I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",You can be helped. Many of the people I see have multiple issues. These issues are often linked so that helping one issue will positively help the other issues.,en,,9843a364a67ee21c2ee7fa29b9a27eef
faq_83a113898974,mental_health.csv,faq,How can I get help paying for my medication?,Visit Healthfinder.gov to learn more.,en,,06235a17cb96a4a40d9d80ba8987af6b
dlg_b137c1c4b8379652c3d860a47b437fc2,train.csv,dialogue,I don't know what to say. I have never really known who I am.,"This quiet wonder that you have is something you can easily explore. There is a part of you that you can access anytime, anywhere. It is the part that has always been with you. Find a quiet place where you can be alone for a while and get comfortable. Settle in. Let your thoughts go by like a river. Stay with that connection for a while. What you find in the silence is yours alone, your ""you"".",en,,b137c1c4b8379652c3d860a47b437fc2
dlg_5e3826b37ed2f742647b280e7722a598,train.csv,dialogue,"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.",Your friend needs to admit they have a problem. If not no matter how many pills you take they will find a way to get more. It is also a federal offense to take someone else's medication so if you did take it she could have you arrested. In other instances it can be more dangerous to take medication away than slowly tapering off of them. Like anything we put into our system our tolerance builds up and can effect us in different ways. I would listen to her and discuss why she feels that she needs to be on the medications rather than playing bad cop in this situation. Encourage her to get help and let her know you re there for her.,en,,5e3826b37ed2f742647b280e7722a598
dlg_395b0655f41c1bddadcc03e7cc424308,train.csv,dialogue,"I was never single, afraid to be alone, and I looked for my boyfriend to make me happy. I finally worked on my self, was in a relationship, and I did everything a healthy girlfriend does and it didn't work out. Now months later, no man peaks my interest. Am I ready to date again? Is there a reason no one sparks my interest?","Yes, of course there's a reason!There's always a reason for most dynamics!Depending on the nature and qualities of what changed as a result of your new self realizations, you may be more deeply affected by your new awareness than how you imagined these would go.Since you already are on the best road possible for yourself, since this resulted from your own introspection, keep trusting your own self work as to what develops and at what pace your relationship attraction qualities grow.",en,,395b0655f41c1bddadcc03e7cc424308
dlg_e2fdd74869e307c6ee0d7f27f76472ea,train.csv,dialogue,"I've felt this way for two years. I feel so much better now then I did when it started, but it is still there in the back of my mind at all times.","Best answer that I can give to you is that some level of de-personalization is quite normal for everyone, it will come and go throughout life, kind of like being on a roller-coaster, ""here it is, then it's gone not to return for quite some time"", like many things, the more that you fixate on it, the more stress it will cause you, consider it part of life, accept it, and move on, now if your having many, many ,many of these episodes or have some auditory or visual hallucination or disturbances or emotional unbalancing that accompany it than that is definitely something to look at, but for the most part nothing to worry about. Hope this helps,C",en,,e2fdd74869e307c6ee0d7f27f76472ea
dlg_e9b65e04c1639ebe966293b7e23e63db,train.csv,dialogue,"My boyfriend and I have been dating for almost a year. We go to different schools, and we don't see each other that often. I just feel very paranoid that there's someone else or that he could be hiding something from me.",Paranoid is a mental disorder word. That is a strong word I think to use in this situation. Honestly the bottom like is either you don't trust him for some reason or you are insecure with yourself. Which is it? Do some soul searching to help you figure which one it is. Work on either discussing why you don't trust him and work on building that trust ....or why you feel you are not good enough and work on that.,en,,e9b65e04c1639ebe966293b7e23e63db
dlg_7ee9cc8c6f8cd337868a72c5367d8f2a,train.csv,dialogue,I'm being verbally abused on a daily basis by my parents in front of my child. I feel like I’m trapped and I have no escape. I feel like I have to listen to the horrible things they say and just take all of it. I need some way of learning how to cope with listening to it especially since I have nowhere else to go. I feel very emotionally drained How can I deal with this?,"All you can do/control is work on yourself. When you have enough sense of self, you will know how to deal with your family. Therapy is an investment in yourself, which affects your family.",en,,7ee9cc8c6f8cd337868a72c5367d8f2a
dlg_d7333422b820ca5b056fdc741e8e0b39,train.csv,dialogue,"My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind?","Studies have proven that addiction affects the brain, there are many coping skills that addicts use to enable their addiction as well. I would recommend that you speak with someone abut your relationship and your concerns. Not only so you can have more clarity in the situation but we often tend to gravitate around or toward the same types of individuals. Being more aware of your relationship will help you in the future when re-engaging in personal relationships.",en,,d7333422b820ca5b056fdc741e8e0b39
dlg_77e1b1f8f55d9328c177abcd7b5500a8,train.csv,dialogue,All we do is argue. We never agree on anything.,"For how long has the arguing been occurring and does it relate to a specific incident or circumstance in your relationship?Arguing due to temporary stress and feeling lost or uncertain, is different than the two of you rarely agree on what foods to buy at the grocery store.In both temporary or longer term arguing, ask yourself if the points being argued are core principles of yours or matters which you can accept in service to the benefits you feel from the marriage.If your core principles are rejected, you’ve been arguing for an extended amount of time, and the value of the marriage doesn’t outweigh this, then seriously consider if ending the relationship is a better option than to stay in it.",en,,77e1b1f8f55d9328c177abcd7b5500a8
dlg_f09152e3edd99060b52e0aa0b1736b6d,train.csv,dialogue,"After I told them, they yelled at me.","I'm sorry your family had such an upsetting response to your news.Maybe eventually they will come around to greater acceptance of you. If this was the first time they heard this fact about your sexuality, the information may have overwhelmed them.It is up to the family members now to realize they handled their reaction in a way which may have upset you.Whether or not they do this, you still can be sure you did what was necessary and in your hands to tell them such key information about you.",en,,f09152e3edd99060b52e0aa0b1736b6d
dlg_0d3fb52f274f3e53245c41ef2d9bca02,train.csv,dialogue,I don't understand why this is happening. Why do I feel this way?,"The short answer I could give is that we don't know why it's happening. The longer answer could come from deeper exploration as to your fears, or anxieties, that you experience maybe just thinking of going outside. But any sort of exploration about this almost HAS to begin with an agreement within you (and all of your feelings), that's it's not something to be ashamed of. If we are ashamed of any of our behaviors, then we lose the ability to sit with them and see where they are coming from. This could be something that can be worked through in therapy, and specifically with a therapist who specializes in anxiety and more specifically, agoraphobia.",en,,0d3fb52f274f3e53245c41ef2d9bca02
faq_c0c1d2450ef6,mental_health.csv,faq,What's the difference between anxiety and stress?,"Stress and anxiety are often used interchangeably, and there is overlap between stress and anxiety. Stress is related to the same ‘fight, flight, or freeze’ response as anxiety, and the physical sensations of anxiety and stress may be very similar. The cause of stress and anxiety are usually different, however. Stress focuses on mainly external pressures on us that we’re finding hard to cope with. When we are stressed, we usually know what we’re stressed about, and the symptoms of stress typically disappear after the stressful situation is over. Anxiety, on the other hand, isn’t always as easy to figure out. Anxiety focuses on worries or fears about things that could threaten us, as well as anxiety about the anxiety itself. Stress and anxiety are both part of being human, but both can be problems if they last for a long time or have an impact on our well-being or daily life.",en,,79436c1c416789c4decaecdfe45ef256
dlg_f4123d14a92237adf4e609bd2b3f484c,train.csv,dialogue,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk. In the past, I have even cheated on my boyfriend while I was under the influence of alcohol. But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",Speaking with a licensed therapist will help you figure out if indeed you have a problem or not. I would say the first question you should ask yourself is why you are drinking? The second would be why you feel the need to drink in excess? It may be due to a life event or the crowd you are running with. Either way a therapist will be able to help you through this as you already made the first step in admitting you are having a difficult time.,en,,f4123d14a92237adf4e609bd2b3f484c
faq_4a795598da1b,mental_health.csv,faq,If I become involved in treatment what do I need to know?,It is important to continue involvement in the treatment process as much as possible.,en,,bf302a5c1cd4e9a099188f9f52438583
dlg_fd7046d36d2ce408448d1692ca71c36a,train.csv,dialogue,"I'm a teenager. I get random spurts of anger, like complete, pure rage. I figured it was hormones, but others notice it too. I get self-destructive. I used to cut but stopped. Now when I get mad, I bite my arms and fingers, pull my hair, scratch my face, or punch my thighs. Basically, I do things I can hide instead of breaking anything in my room and having to explain it to my mom. I don't live in a bad household. I have a great family, a great relationship with my boyfriend, and a good job. I have no idea what this is and I don't know how to control it. It's over any little thing. Tonight, it was because I couldn't get my earrings out. This happens maybe two to three times on a good week, and it's always over stupid, petty things.","Hi. I'm glad you wrote. In general, when a small thing bothers us (and this happens to all of us), it's because the small thing triggers an emotion in us that we have felt ""too much"" or ""too intensely"" in the past, and we don't know how to manage that emotion effectively...we just want to avoid it as quickly as possible. Cognitive Behavioural Therapy with a qualified therapist can help you to understand what is being triggered in you and learn how to manage emotions productively. You say that your behaviours are self destructive, and I agree. It sounds like you have developed a habit of channelling your distress towards self-harm, and this is a separate and potentially more serious problem. This is a choice you make that points to shame being an issue for you. Again, a good therapist can help you learn what's behind your shame and self-harm. Your feelings are normal, and you can learn more healthy ways to deal with them with qualified help.",en,,fd7046d36d2ce408448d1692ca71c36a
dlg_14ec80bc298ce4bfe404ccde5d2e7740,train.csv,dialogue,"I'm a teenager. My dad has been jail for the last five years. It's tough, but my mom really tries to give a normal life to my two sisters, my brother, and I. I feel like I took upon a parent role when I'm the second youngest, and I'm not stable. My mother and sisters say I'm overdramatic. I’m just so hurt, and I keep breaking down.","Each person handles themselves differently in any situation.Since you are willing to speak about how you feel, keep looking for blogs and forums on whatever topics you feel most describe your current circumstance.Your mother and sister, even though they are family seem to prefer the opposite method to yours.Find your own path of supportive other people and possibly a therapist.This way you’ll have understanding and validation which your mom and sister don’t want to give you right now.",en,,14ec80bc298ce4bfe404ccde5d2e7740
dlg_8df19ae5d41fd6b92b8e9d7b5f31a8fc,train.csv,dialogue,How can I get to a place where I can be content from day to day?,It's important to take a look inside and see what's going on with you to cause you to have these feelings. Please contact us in whatever way is most comfortable for you and we can get you set up with someone who will help you figure out this space in your life.,en,,8df19ae5d41fd6b92b8e9d7b5f31a8fc
faq_ab13a0c454e6,mental_health.csv,faq,How do I know if I’m unwell?,"If your beliefs , thoughts , feelings or behaviours have a significant impact on your ability to function in what might be considered a normal or ordinary way, it would be important to seek help.",en,,276e1e2a9827de1eee853c1abf3e2917
dlg_a0667770336f6047205019dfd7d2aac8,train.csv,dialogue,"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people (I prefer animals) they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","I am very sorry to hear that you are going through this! While animals can be a wonderful way to experience emotional support, you may want to consider opening up to a Life Coach or therapist to discuss some of your concerns. You are not alone, and many people are experiencing very similar anxieties. A Life Coach or professional therapist could help to guide you through these emotions and refer you to additional professional help if needed. It sounds as though you want to address some of these issues by first asking the question. Finding additional support from a trained professional whom you feel comfortable with could be the best way to get the help that you need. I wish you the best of luck on your journey!",en,,a0667770336f6047205019dfd7d2aac8
dlg_a0318d6bf61939b0d4fb3632f882be2e,train.csv,dialogue,"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before. I feel like I don't want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss this with anybody in my life because the conditions surrounding our love are considered ""wrong"" by a lot of people. How can I get myself to just move on?","One of the most challenging areas for people to deal with is getting over the the person you have loved so much. It's a catch 22. You know mentally that it's not healthy to think about them. However, your feelings are still there. Moving on is tough. It takes time for feeling to go away. That's the thing, it's not the person you're trying to get over, it's the feeling and the idea of them that is that makes it difficult. You've learned a lot from the relationship and time will help. Activity will also help. Are you actively living your life? If not, go out and maybe it's time to date and find new love. Grow with new relationships and it will help create focus on someone who may even be better than the love you previously experienced. You can do it!Earl Lewiswww.RelationshipsGoneRight.Com",en,,a0318d6bf61939b0d4fb3632f882be2e
dlg_3750bb3269baf8666cf7d3435f99146e,train.csv,dialogue,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here. I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it. How can I change my feeling of being worthless to everyone?","It sounds like you may be struggling with depression. Depression can make you feel overwhelmed and paralyzed to change. I would suggest that you connect with a provider who can help you get to the root of where the worthlessness is coming from and help you develop a plan for recovery. In the meantime, small steps can go a long way. Self-care interventions such as journaling your feelings, mindfulness meditation, and regular exercise are all helpful to reconnecting with the present moment and gaining internal motivation. Focusing on one day at a time and bringing your thoughts back to the present can also be beneficial. There is hope!",en,,3750bb3269baf8666cf7d3435f99146e
dlg_1861caf06c9e63be657ca53b7b11809c,train.csv,dialogue,"I am in a high stress position for a tech company. I am being overworked and underpaid for my contributions and it is not only giving me anxiety, but also demoralizing. What can I do to manage my stress?","Recognize your reason for continuing to work for this place.Sometimes ""overworked and underpaid"" is tolerable bc of the valuable learning which the person will take with them when they've decided the time has come for these lessons to end.Or, are you in this place bc it is an easy commute to your home or fits well with other parts of your life such as education or some health related program?As long as you have a good reason to be there, you will feel there is good purpose.If there is no good purpose and every day you wake up to work for a place you can't stand, then its time to look for a new position.",en,,1861caf06c9e63be657ca53b7b11809c
dlg_7c5dad76435b517308ca4930044a7a65,train.csv,dialogue,"I'm a teenager, and I created a sort of imaginary friend to help me cope with stressful situations or if I'm worried or upset. She ""gives me advice"" and comforts me and tells me it'll be okay. I've given her a name (Solace) and created a personality for her that's like a comforting motherly figure. I know it's just my own advice and my own thoughts, but it's just that I'm thinking of them through a voice other than my own. I do this because I know I never really listen to my own advice, and I thought it would be better if it was through someone else who knew my thought process in and out, through this imaginary friend. Is this normal? Could it develop into a separate personality with time if I continue a mentality that she is her own person?","Since you are saying that you know that the thoughts are yours and your thinking of them in a different person's voice to make them easier for you to follow through on, it doesn't sound like it could develop into another personality.It may be helpful to also find other things that give you comfort and to practice telling yourself that it will be okay in your own voice. If you start to do that slowly, it may be more comfortable for you. If you're following following through with your own advice, it sounds like some part of you knows that you are making choices that you agree with.What else gives you comfort? Maybe there's a room that you like to be in when you are home or a certain outfit or color that makes you feel good. Focusing on these things may also be comforting to you.",en,,7c5dad76435b517308ca4930044a7a65
dlg_6600cc3d6afb093d51b2efc54e88fa4d,train.csv,dialogue,How does a person start the counseling process?,The first thing to do is to reflect on what you want to seek counseling. Search online and then set up a phone consultation. A person can find out a lot about a counselor and the services that they offer over the phone. After a consultation then set up an intake questions. The overall goal is to make sure that you are comfortable with the counselor and the services they can offer.,en,,6600cc3d6afb093d51b2efc54e88fa4d
dlg_287f833dfb999df11ad2a70ce055de20,train.csv,dialogue,He is in his late thirties and I am in my mid twenties. We have been together for about 5 months. I really like him. He says he cares about me and is willing to fight to make things right. He has been very apologetic and expressed he did it out of fear. I don't know if it's worth giving him a second chance.,"Cheating is often a sign that something is amiss in the relationship. His fear may be full of information. While it's possible to repair relationships after a betrayal it's also challenging to do, especially so early in your relationship. I can't tell you if you should/shouldn't give this relationship a second chance but I will tell you to tune into your own intuition (and follow your own fears in doing so, they often are incredibly informative when we don't push them away with denial).",en,,287f833dfb999df11ad2a70ce055de20
dlg_aab854b3bfa312c5e86377dc002e0ada,train.csv,dialogue,"I told her that if daddy dies, we will never see him again. She started crying because I wouldn't make her daddy die.","Toddlers don't have the intellectual capacity to conceptualize.Better to find out why she wants daddy to die than explain the future consequences of death to your toddler.A person must be around 9, possibly 8 years old before absorbing the potential effects of an action taken in present time.Pretty much your toddler demonstrated to you here age appropriate and limited understanding of the loss of a parent, by crying that you weren't able to magically make her father disappear.Also, please pay attention and form your own opinions as to the reasons why your toddler would wish her father's death.She may be pointing out that the father behaves in frightening or harmful ways towards her.",en,,aab854b3bfa312c5e86377dc002e0ada
